Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PS/G
97,Seth Curry\curryse01,PG,26,DAL,70,42,29.0,4.8,10.0,.481,2.0,4.6,.425,2.9,5.4,.528,.578,1.2,1.4,.850,0.4,2.2,2.5,2.7,1.1,0.1,1.3,1.8,12.8
98,Stephen Curry\curryst01,PG,28,GSW,78,78,33.5,8.6,18.3,.469,4.1,9.9,.412,4.5,8.3,.538,.581,4.1,4.6,.899,0.8,3.7,4.5,6.6,1.8,0.2,3.0,2.3,25.4
99,Troy Daniels\danietr01,SG,25,MEM,66,3,17.6,2.8,7.4,.378,2.1,5.3,.389,0.7,2.0,.348,.518,0.7,0.8,.796,0.3,1.2,1.5,0.7,0.3,0.0,0.6,1.3,8.3
100,Anthony Davis\davisan02,C,23,NOP,75,75,36.1,10.3,20.3,.505,0.5,1.8,.299,9.7,18.6,.524,.518,6.9,8.6,.802,2.3,9.5,11.8,2.1,1.3,2.2,2.4,2.2,28.0
101,Deyonta Davis\davisde01,C,20,MEM,35,0,6.5,0.7,1.3,.522,0.0,0.0,"",0.7,1.3,.522,.522,0.3,0.5,.556,0.5,1.1,1.6,0.1,0.1,0.5,0.2,1.1,1.7
102,Ed Davis\davised01,PF,27,POR,46,12,17.2,1.6,3.1,.528,0.0,0.0,"",1.6,3.1,.528,.528,1.1,1.8,.617,2.1,3.2,5.3,0.6,0.3,0.5,0.8,3.0,4.3
103,Dewayne Dedmon\dedmode01,C,27,SAS,75,36,17.5,2.1,3.4,.627,0.0,0.0,"",2.1,3.4,.627,.627,0.9,1.2,.714,1.7,4.9,6.5,0.6,0.5,0.8,0.8,2.4,5.1
104,Sam Dekker\dekkesa01,SF,22,HOU,77,2,18.4,2.6,5.6,.473,0.8,2.4,.321,1.9,3.1,.591,.543,0.5,0.9,.559,1.2,2.5,3.7,1.0,0.5,0.3,0.5,1.1,6.5
105,Malcolm Delaney\delanma01,PG,27,ATL,71,2,17.1,2.0,5.3,.374,0.4,1.5,.238,1.6,3.8,.426,.407,1.0,1.2,.795,0.2,1.5,1.7,2.6,0.5,0.0,1.3,1.5,5.3
106,Matthew Dellavedova\dellama01,PG,26,MIL,76,54,26.1,2.7,7.0,.390,1.0,2.9,.364,1.7,4.2,.407,.463,1.1,1.3,.854,0.3,1.6,1.9,4.7,0.7,0.0,1.8,2.0,7.6
107,Luol Deng\denglu01,SF,31,LAL,56,49,26.5,2.9,7.6,.387,0.9,2.9,.311,2.0,4.6,.435,.447,0.8,1.1,.730,1.1,4.1,5.3,1.3,0.9,0.4,0.8,1.1,7.6
108,DeMar DeRozan\derozde01,SG,27,TOR,74,74,35.4,9.7,20.9,.467,0.4,1.7,.266,9.3,19.2,.484,.477,7.4,8.7,.842,0.9,4.3,5.2,3.9,1.0,0.2,2.4,1.8,27.3
109,Cheick Diallo\diallch01,PF,20,NOP,15,0,9.5,1.5,3.8,.404,0.0,0.0,"",1.5,3.8,.404,.404,0.7,0.9,.714,1.1,2.0,3.1,0.3,0.2,0.3,0.3,0.7,3.7
110,Boris Diaw\diawbo01,PF,34,UTA,72,32,17.6,2.0,4.5,.446,0.3,1.1,.250,1.7,3.4,.510,.477,0.4,0.5,.743,0.6,1.5,2.2,2.3,0.2,0.1,1.2,1.1,4.6
111,Gorgui Dieng\dienggo01,PF,27,MIN,80,80,32.3,4.0,8.0,.498,0.2,0.5,.381,3.8,7.5,.507,.511,1.7,2.1,.813,2.3,5.6,7.9,1.9,1.1,1.2,1.3,3.1,9.9
112,Spencer Dinwiddie\dinwisp01,PG,23,BRK,58,17,22.5,2.3,5.1,.448,0.6,1.7,.385,1.7,3.5,.478,.510,2.1,2.7,.790,0.4,2.3,2.7,3.2,0.7,0.4,1.1,2.0,7.4
113,Toney Douglas\douglto01,PG,30,MEM,24,0,16.4,1.8,4.9,.368,0.3,1.8,.167,1.5,3.1,.480,.397,1.0,1.2,.828,0.5,2.0,2.5,2.3,0.8,0.2,0.9,2.1,4.9
114,Goran Dragic\dragigo01,PG,30,MIA,72,72,33.6,7.3,15.3,.475,1.6,3.9,.405,5.7,11.4,.499,.527,4.1,5.2,.788,0.8,3.0,3.8,5.8,1.2,0.2,2.8,2.7,20.2
115,Andre Drummond\drumman01,C,23,DET,80,80,29.8,6.0,11.3,.531,0.0,0.1,.286,6.0,11.2,.533,.532,1.7,4.4,.386,4.3,9.5,13.8,1.1,1.6,1.1,1.9,2.9,13.7
116,Jared Dudley\dudleja01,PF,31,PHO,64,7,21.3,2.5,5.4,.454,1.2,3.2,.379,1.3,2.2,.559,.565,0.7,1.0,.662,0.5,3.0,3.5,1.9,0.7,0.3,1.1,2.4,6.8
117,Mike Dunleavy\dunlemi02,SF,36,TOT,51,2,15.8,1.8,4.1,.431,1.0,2.5,.405,0.8,1.6,.470,.553,0.6,0.8,.786,0.3,1.8,2.1,0.9,0.3,0.1,0.5,1.3,5.2
118,Kris Dunn\dunnkr01,PG,22,MIN,76,6,16.9,1.5,3.9,.377,0.3,0.9,.296,1.2,3.0,.403,.412,0.5,0.8,.610,0.3,1.8,2.2,2.3,1.0,0.4,1.1,2.3,3.7
119,Kevin Durant\duranke01,SF,28,GSW,61,61,33.5,8.9,16.6,.535,1.8,5.0,.367,7.0,11.6,.607,.590,5.5,6.2,.879,0.6,7.6,8.3,4.9,1.1,1.6,2.2,1.9,25.0
120,Jarell Eddie\eddieja01,SF,25,PHO,5,0,12.4,1.2,3.8,.316,0.8,3.2,.250,0.4,0.6,.667,.421,1.6,1.8,.889,0.2,1.2,1.4,0.0,0.2,0.0,0.2,0.2,4.8
121,Henry Ellenson\ellenhe01,PF,20,DET,18,2,7.1,1.0,3.0,.333,0.5,1.7,.290,0.5,1.3,.391,.417,0.2,0.2,1.000,0.3,1.6,1.9,0.3,0.0,0.1,0.6,0.3,2.7
122,Wayne Ellington\ellinwa01,SG,29,MIA,61,13,24.1,3.7,8.9,.418,2.4,6.3,.379,1.3,2.6,.513,.552,0.6,0.7,.860,0.3,1.8,2.1,1.1,0.6,0.1,0.5,1.1,10.5
123,Monta Ellis\ellismo01,SG,31,IND,73,32,27.0,3.4,7.6,.447,0.6,1.8,.321,2.8,5.7,.487,.486,1.3,1.8,.727,0.3,2.5,2.8,3.2,1.0,0.4,1.8,2.0,8.6
124,Joel Embiid\embiijo01,C,22,PHI,31,31,25.4,6.5,13.8,.466,1.2,3.2,.367,5.3,10.7,.495,.508,6.2,7.9,.783,2.0,5.9,7.8,2.1,0.9,2.5,3.8,3.6,20.2
125,James Ennis\ennisja01,SF,26,MEM,64,28,23.5,2.3,5.0,.455,0.8,2.1,.372,1.5,2.9,.516,.534,1.3,1.7,.782,1.1,3.0,4.0,1.0,0.7,0.3,0.9,2.6,6.7
126,Tyler Ennis\ennisty01,PG,22,TOT,51,1,10.2,1.6,3.7,.435,0.5,1.2,.410,1.1,2.5,.446,.500,0.4,0.4,.857,0.2,0.7,0.9,1.5,0.5,0.0,0.7,1.0,4.1
127,Tyreke Evans\evansty01,SG,27,TOT,40,6,19.7,3.8,9.3,.405,1.1,3.0,.356,2.7,6.3,.429,.462,1.7,2.3,.750,0.3,3.1,3.4,3.1,0.9,0.2,1.5,1.5,10.3
128,Dante Exum\exumda01,PG,21,UTA,65,26,18.6,2.4,5.6,.425,0.7,2.3,.297,1.7,3.3,.514,.486,0.9,1.1,.795,0.5,1.6,2.0,1.7,0.3,0.2,1.2,2.2,6.3
129,Kenneth Faried\farieke01,PF,27,DEN,61,34,21.2,3.7,6.8,.549,0.0,0.1,.000,3.7,6.7,.557,.549,2.1,3.1,.693,3.0,4.6,7.5,0.9,0.7,0.7,1.0,2.0,9.6
130,Jordan Farmar\farmajo01,PG,30,SAC,2,0,17.5,2.0,6.0,.333,2.0,4.5,.444,0.0,1.5,.000,.500,0.0,0.0,"",0.5,1.0,1.5,4.5,1.0,0.0,1.5,0.5,6.0
131,Derrick Favors\favorde01,PF,25,UTA,49,39,23.8,4.1,8.3,.487,0.1,0.2,.300,4.0,8.1,.491,.490,1.4,2.2,.615,1.9,4.2,6.1,1.1,0.9,0.8,1.1,2.1,9.6
132,Kay Felder\feldeka01,PG,21,CLE,42,0,9.2,1.5,3.8,.392,0.2,0.5,.318,1.3,3.2,.404,.415,0.8,1.2,.714,0.1,0.9,1.0,1.4,0.4,0.2,0.7,0.9,4.0
133,Cristiano Felicio\feliccr01,C,24,CHI,65,0,15.7,2.0,3.4,.580,0.0,0.0,"",2.0,3.4,.580,.580,0.9,1.4,.645,1.9,2.8,4.7,0.6,0.4,0.2,0.5,1.7,4.8
134,Raymond Felton\feltora01,PG,32,LAC,79,11,21.3,2.8,6.4,.430,0.6,1.8,.319,2.2,4.6,.474,.475,0.6,0.8,.781,0.4,2.3,2.7,2.4,0.8,0.3,1.1,1.6,6.8
135,Yogi Ferrell\ferreyo01,PG,23,TOT,44,27,25.8,3.5,8.5,.413,1.5,3.8,.393,2.0,4.7,.429,.501,1.6,1.9,.835,0.5,1.9,2.4,3.7,0.9,0.2,1.5,2.0,10.1
136,Dorian Finney-Smith\finnedo01,PF,23,DAL,79,33,20.0,1.5,4.0,.375,0.7,2.3,.297,0.8,1.7,.481,.461,0.6,0.8,.754,0.7,2.0,2.7,0.8,0.6,0.3,0.5,1.5,4.3
137,Bryn Forbes\forbebr01,SG,23,SAS,36,0,7.9,1.0,2.8,.364,0.5,1.5,.321,0.5,1.3,.413,.449,0.1,0.2,.833,0.1,0.6,0.6,0.7,0.0,0.0,0.3,0.6,2.6
138,Evan Fournier\fournev01,SG,24,ORL,67,65,32.9,6.0,13.7,.440,1.9,5.3,.354,4.1,8.4,.494,.508,3.3,4.1,.804,0.7,2.4,3.1,3.0,1.0,0.1,2.1,2.7,17.2
139,Randy Foye\foyera01,SG,33,BRK,68,39,18.6,1.7,4.6,.371,1.0,2.9,.340,0.7,1.7,.424,.478,0.8,0.9,.857,0.1,2.1,2.3,2.0,0.5,0.1,1.2,1.4,5.2
140,Tim Frazier\fraziti01,PG,26,NOP,63,33,23.5,2.6,6.2,.414,0.6,1.9,.311,2.0,4.2,.461,.463,1.5,1.9,.760,0.5,2.2,2.7,5.1,0.9,0.1,1.6,2.0,7.2
141,Channing Frye\fryech01,C,33,CLE,73,14,19.1,3.2,7.1,.457,1.9,4.6,.408,1.4,2.5,.546,.589,0.9,1.0,.851,0.5,3.5,4.0,0.6,0.5,0.5,0.7,1.9,9.2
142,Danilo Gallinari\gallida01,SF,28,DEN,63,63,33.9,5.3,11.9,.447,2.0,5.2,.388,3.3,6.7,.492,.531,5.5,6.1,.902,0.6,4.5,5.1,2.2,0.7,0.2,1.3,1.5,18.2
143,Langston Galloway\gallola01,PG,25,TOT,72,1,19.8,2.8,7.3,.381,1.6,4.2,.388,1.2,3.1,.372,.493,0.7,0.8,.783,0.4,1.7,2.1,1.2,0.6,0.1,0.6,1.3,7.9
144,Patricio Garino\garinpa01,SG,23,ORL,4,0,8.0,0.0,1.5,.000,0.0,1.0,.000,0.0,0.5,.000,.000,0.0,0.0,"",0.3,1.5,1.8,0.0,0.0,0.0,0.3,0.5,0.0
145,Marc Gasol\gasolma01,C,32,MEM,73,73,34.3,7.2,15.7,.459,1.4,3.6,.387,5.8,12.1,.481,.504,3.8,4.5,.836,0.8,5.4,6.2,4.6,0.9,1.4,2.2,2.3,19.6
146,Pau Gasol\gasolpa01,C,36,SAS,63,39,25.5,4.7,9.4,.503,0.9,1.6,.539,3.8,7.8,.495,.549,2.1,2.9,.707,1.7,6.2,7.8,2.4,0.4,1.1,1.3,1.7,12.4
147,Rudy Gay\gayru01,SF,30,SAC,30,30,33.8,6.7,14.7,.455,1.4,3.8,.372,5.3,11.0,.483,.502,3.9,4.6,.855,1.2,5.2,6.3,2.7,1.5,0.9,2.5,2.6,18.7
148,Michael Gbinije\gbinimi01,SG,24,DET,9,0,3.6,0.1,1.1,.100,0.0,0.4,.000,0.1,0.7,.167,.100,0.2,0.2,1.000,0.2,0.1,0.3,0.2,0.0,0.0,0.0,0.2,0.4
149,Alonzo Gee\geeal01,SF,29,DEN,13,0,6.8,0.2,1.1,.214,0.0,0.2,.000,0.2,0.8,.273,.214,0.4,0.7,.556,0.3,0.8,1.1,0.5,0.4,0.1,0.3,1.1,0.8
150,Paul George\georgpa01,SF,26,IND,74,74,35.8,8.2,17.9,.460,2.6,6.6,.392,5.7,11.4,.499,.531,4.5,5.0,.898,0.8,5.7,6.5,3.4,1.6,0.4,2.9,2.7,23.6
151,Marcus Georges-Hunt\georgma01,SG,22,ORL,4,0,9.5,0.5,1.8,.286,0.3,0.5,.500,0.3,1.3,.200,.357,1.3,1.5,.833,0.3,2.0,2.3,0.5,0.3,0.0,0.3,1.3,2.5
152,Jonathan Gibson\gibsojo01,PG,29,DAL,17,0,13.6,2.1,5.6,.368,0.9,2.6,.333,1.2,2.9,.400,.447,1.2,1.7,.724,0.1,1.2,1.3,1.5,0.5,0.0,1.2,1.2,6.2
153,Taj Gibson\gibsota01,PF,31,TOT,77,70,25.5,4.7,9.1,.517,0.0,0.2,.231,4.6,8.9,.523,.519,1.4,2.0,.711,2.0,4.2,6.2,0.9,0.5,0.8,1.4,2.1,10.8
154,Manu Ginobili\ginobma01,SG,39,SAS,68,0,18.7,2.5,6.4,.390,1.3,3.3,.393,1.2,3.1,.387,.491,1.2,1.5,.800,0.4,1.9,2.3,2.7,1.2,0.2,1.4,1.7,7.5
155,Rudy Gobert\goberru01,C,24,UTA,80,80,33.9,5.1,7.7,.664,0.0,0.0,.000,5.1,7.7,.666,.664,3.9,5.9,.654,3.9,8.9,12.8,1.2,0.6,2.7,1.8,3.1,14.1
156,Archie Goodwin\goodwar01,SG,22,TOT,14,0,13.2,2.1,3.9,.527,0.4,0.9,.385,1.7,3.0,.571,.573,1.9,2.3,.844,0.2,1.3,1.5,1.4,0.2,0.3,0.6,0.4,6.4
157,Aaron Gordon\gordoaa01,SF,21,ORL,79,71,28.6,4.8,10.7,.452,0.9,3.3,.285,3.9,7.4,.526,.496,1.9,2.7,.710,1.4,3.5,5.0,1.9,0.8,0.5,1.1,2.2,12.5
158,Eric Gordon\gordoer01,SG,28,HOU,74,15,31.0,5.5,13.6,.407,3.3,8.8,.373,2.2,4.8,.469,.528,2.0,2.4,.840,0.4,2.3,2.7,2.5,0.6,0.5,1.6,2.0,16.3
159,Marcin Gortat\gortama01,C,32,WAS,81,81,31.2,4.7,8.2,.575,0.0,0.0,.000,4.7,8.2,.577,.575,1.3,2.0,.652,2.9,7.5,10.4,1.5,0.5,0.8,1.4,2.6,10.7
160,Treveon Graham\grahatr01,SG,23,CHO,26,1,6.3,0.5,1.2,.467,0.3,0.5,.692,0.2,0.7,.294,.617,0.4,0.6,.667,0.2,0.5,0.7,0.2,0.2,0.0,0.1,0.7,1.8
161,Jerami Grant\grantje01,SF,22,TOT,78,4,19.1,1.9,4.1,.457,0.5,1.4,.363,1.3,2.6,.510,.522,1.1,1.8,.608,0.5,2.0,2.5,0.6,0.4,1.0,0.6,1.8,5.4
162,Jerian Grant\grantje02,PG,24,CHI,62,28,16.2,2.0,4.7,.429,0.8,2.1,.369,1.3,2.6,.476,.510,1.0,1.2,.890,0.3,1.4,1.7,1.9,0.7,0.1,0.7,1.5,5.9
163,Danny Green\greenda02,SG,29,SAS,67,67,26.7,2.6,6.6,.395,1.8,4.6,.382,0.9,2.0,.425,.528,0.4,0.5,.844,0.4,2.9,3.3,1.8,1.0,0.9,1.1,1.8,7.4
164,Draymond Green\greendr01,PF,26,GSW,76,76,32.5,3.6,8.6,.418,1.1,3.5,.308,2.5,5.1,.492,.480,2.0,2.8,.709,1.3,6.6,7.9,7.0,2.0,1.4,2.4,2.9,10.2
165,Gerald Green\greenge01,SG,31,BOS,46,0,11.2,1.9,4.7,.410,0.8,2.2,.359,1.1,2.5,.456,.495,0.6,0.8,.784,0.3,1.4,1.7,0.7,0.2,0.2,0.5,1.0,5.3
166,JaMychal Green\greenja01,PF,26,MEM,76,74,27.4,3.3,6.5,.501,0.7,1.9,.383,2.6,4.7,.548,.555,1.8,2.2,.802,2.2,4.9,7.1,1.1,0.6,0.4,1.2,3.2,9.0
167,Jeff Green\greenje02,SF,30,ORL,69,11,22.2,3.2,8.1,.394,0.8,2.8,.275,2.4,5.3,.458,.442,2.1,2.4,.863,0.6,2.5,3.1,1.2,0.5,0.2,1.1,1.5,9.2
168,Blake Griffin\griffbl01,PF,27,LAC,60,60,34.1,7.9,16.0,.494,0.6,1.8,.345,7.3,14.1,.514,.514,5.3,7.0,.758,1.8,6.3,8.1,4.9,1.0,0.4,2.4,2.6,21.7
169,Justin Hamilton\hamilju01,C,26,BRK,63,6,18.2,2.7,5.8,.462,0.9,2.8,.311,1.8,3.0,.602,.537,0.6,0.8,.750,1.1,2.9,4.0,0.8,0.4,0.7,0.7,1.4,6.9
170,A.J. Hammons\hammoaj01,C,24,DAL,20,0,7.2,0.7,1.9,.378,0.3,0.5,.500,0.5,1.4,.333,.446,0.3,0.7,.357,0.4,1.3,1.7,0.2,0.1,0.6,0.4,1.0,1.9
171,Tim Hardaway\hardati02,SG,24,ATL,78,29,27.3,5.3,11.6,.455,1.9,5.3,.358,3.4,6.3,.537,.537,2.1,2.7,.764,0.4,2.4,2.8,2.3,0.7,0.2,1.3,1.3,14.5
172,James Harden\hardeja01,PG,27,HOU,80,80,36.4,8.3,19.0,.438,3.2,9.3,.345,5.1,9.7,.528,.523,9.3,10.9,.848,1.2,6.9,8.1,11.2,1.5,0.5,5.8,2.7,29.1
173,Maurice Harkless\harklma01,SF,23,POR,76,69,29.0,4.1,8.1,.500,0.9,2.6,.351,3.2,5.6,.568,.555,1.0,1.6,.639,1.6,2.8,4.5,1.1,1.1,0.9,1.1,2.8,10.0
174,Justin Harper\harpeju01,PF,27,PHI,3,0,10.3,1.7,4.0,.417,0.7,2.3,.286,1.0,1.7,.600,.500,0.0,0.0,"",0.7,1.0,1.7,0.7,0.0,0.0,1.3,0.7,4.0
175,Montrezl Harrell\harremo01,PF,23,HOU,58,14,18.3,3.9,5.9,.652,0.0,0.1,.143,3.9,5.8,.663,.654,1.3,2.1,.628,1.4,2.4,3.8,1.1,0.3,0.7,0.8,2.2,9.1
176,Devin Harris\harride01,PG,33,DAL,63,0,16.6,2.0,5.1,.398,0.9,2.6,.339,1.1,2.4,.461,.486,1.6,1.9,.828,0.2,1.8,2.0,2.0,0.7,0.1,0.9,1.6,6.5
177,Gary Harris\harriga01,SG,22,DEN,56,55,31.2,5.6,11.2,.502,1.8,4.4,.415,3.8,6.8,.558,.584,1.8,2.3,.781,0.8,2.2,3.1,2.8,1.3,0.1,1.3,1.6,14.8
178,Joe Harris\harrijo01,SG,25,BRK,52,11,21.9,3.0,7.0,.425,1.6,4.3,.385,1.3,2.7,.489,.543,0.7,0.9,.714,0.3,2.5,2.8,1.0,0.6,0.2,1.1,2.3,8.2
179,Manny Harris\harrima01,SG,27,DAL,4,0,6.3,0.8,3.8,.200,0.0,0.5,.000,0.8,3.3,.231,.200,0.5,1.0,.500,0.8,1.5,2.3,0.5,0.0,0.0,0.5,0.3,2.0
180,Tobias Harris\harrito02,PF,24,DET,81,48,31.3,6.3,13.0,.483,1.3,3.8,.348,4.9,9.2,.539,.534,2.3,2.7,.856,0.7,4.3,5.1,1.7,0.7,0.5,1.2,1.6,16.2
181,Aaron Harrison\harriaa01,SG,22,CHO,5,0,3.4,0.0,0.8,.000,0.0,0.4,.000,0.0,0.4,.000,.000,0.2,0.4,.500,0.0,0.6,0.6,0.6,0.0,0.0,0.0,0.4,0.2
182,Andrew Harrison\harrian01,SG,22,MEM,71,18,20.4,1.6,5.0,.325,0.6,2.2,.281,1.0,2.8,.358,.386,2.0,2.6,.766,0.3,1.5,1.9,2.8,0.7,0.2,1.2,2.7,5.9
183,Udonis Haslem\hasleud01,C,36,MIA,16,0,8.1,0.7,1.4,.500,0.0,0.1,.000,0.7,1.3,.550,.500,0.6,0.9,.600,0.5,1.7,2.2,0.4,0.3,0.1,0.5,1.3,1.9
184,Spencer Hawes\hawessp01,PF,28,TOT,53,1,14.7,2.4,5.1,.478,0.4,1.5,.295,2.0,3.6,.552,.520,0.8,0.9,.837,0.7,2.8,3.5,1.5,0.3,0.6,0.9,1.4,6.1
185,Gordon Hayward\haywago01,SF,26,UTA,72,72,34.6,7.5,15.9,.469,2.1,5.2,.399,5.4,10.8,.503,.534,5.0,6.0,.844,0.7,4.8,5.4,3.5,1.0,0.3,1.9,1.6,22.0
186,Gerald Henderson\hendege02,SG,29,PHI,71,41,23.1,3.3,7.7,.423,0.9,2.4,.353,2.4,5.3,.456,.479,1.9,2.3,.806,0.5,2.1,2.6,1.5,0.6,0.2,0.9,1.8,9.3
187,John Henson\hensojo01,C,26,MIL,57,38,19.5,2.7,5.3,.510,0.0,0.0,.000,2.7,5.3,.512,.510,1.3,1.9,.692,1.6,3.5,5.1,1.0,0.5,1.4,0.9,2.6,6.7
188,Juan Hernangomez\hernaju01,PF,21,DEN,60,8,13.0,1.5,3.3,.467,0.7,1.6,.429,0.8,1.7,.505,.574,0.9,1.2,.757,0.7,2.2,2.9,0.5,0.5,0.2,0.5,1.0,4.7
189,Willy Hernangomez\hernawi01,C,22,NYK,71,21,18.4,3.5,6.5,.530,0.1,0.2,.267,3.4,6.3,.539,.535,1.2,1.7,.723,2.3,4.6,6.9,1.3,0.6,0.5,1.4,2.1,8.2
190,Mario Hezonja\hezonma01,SF,21,ORL,64,2,14.6,1.8,5.0,.354,0.6,2.2,.291,1.1,2.8,.403,.418,0.6,0.8,.800,0.3,1.8,2.1,1.0,0.4,0.2,0.9,1.1,4.8
191,Roy Hibbert\hibbero01,C,30,TOT,48,13,14.2,1.7,3.1,.544,0.0,0.0,"",1.7,3.1,.544,.544,1.3,1.6,.813,1.1,2.1,3.2,0.4,0.2,1.0,0.7,2.1,4.6
192,Buddy Hield\hieldbu01,SG,23,TOT,80,53,22.7,3.9,9.2,.420,1.8,4.6,.387,2.1,4.6,.454,.517,0.8,0.9,.861,0.4,2.8,3.2,1.5,0.5,0.1,1.2,1.4,10.3
193,Nene Hilario\hilarne01,C,34,HOU,66,8,17.9,3.7,5.9,.618,0.0,0.1,.333,3.6,5.8,.625,.622,1.7,3.0,.590,1.4,2.8,4.2,1.0,0.8,0.6,1.1,2.5,9.1
